model,seed,generation,evaluations,best_objective_m,median_objective_m,mean_objective_m
TMSFF,44,46,4700,1.8182463028415008,1.8194294078903868,1.820810245108627
TMSFF,44,47,4800,1.8173607350496477,1.8192960287143896,1.8443059919068696
TMSFF,44,48,4900,1.8172427829351014,1.818808927089012,1.8231849486809781
TMSFF,44,49,5000,1.8172427829351014,1.8182463028415008,1.8309028282055764
TMSFF,44,50,5100,1.8172427829351014,1.8173607350496477,1.8399171262466947
TMSFF,44,51,5200,1.8172427829351014,1.8172427829351014,1.8340216297947032
TMSFF,44,52,5300,1.8172427829351014,1.8172427829351014,1.8535983766134192
TMSFF,44,53,5400,1.8172427829351014,1.8172427829351014,1.835315152341129
TMSFF,44,54,5500,1.8172427829351014,1.8172427829351014,1.8389147252067766
TMSFF,44,55,5600,1.8172427829351014,1.8172427829351014,1.822787261744252
TMSFF,44,56,5700,1.8172427829351014,1.8172427829351014,1.8192086422326685
TMSFF,44,57,5800,1.8172427829351014,1.8172427829351014,1.8197430360672402
TMSFF,44,58,5900,1.8172427829351014,1.8172427829351014,1.835005702376593
TMSFF,44,59,6000,1.8171885597113062,1.8172427829351014,1.8325505244099622
TMSFF,44,60,6100,1.8171885597113062,1.8172427829351014,1.8249624995381937
TMSFF,44,61,6200,1.8171885597113062,1.8172427829351014,1.8274609866520957
TMSFF,44,62,6300,1.8171885597113062,1.8172427829351014,1.8193151536430463
TMSFF,44,63,6400,1.8171885597113062,1.8172427829351014,1.8247873825679277
TMSFF,44,64,6500,1.8171885597113062,1.8172427829351014,1.8658931819446525
TMSFF,44,65,6600,1.8171885597113062,1.8171885597113062,1.8279360884935136
TMSFF,44,66,6700,1.8171631914207935,1.8171885597113062,1.850698459708051
TMSFF,44,67,6800,1.8168961851239005,1.8171885597113062,1.8598523076693545
TMSFF,44,68,6900,1.8168961851239005,1.8171885597113062,1.8252721023610325
TMSFF,44,69,7000,1.8168961851239005,1.8171885597113062,1.8305131122157903
TMSFF,44,70,7100,1.8168961851239005,1.8171885597113062,1.834484606781794
TMSFF,44,71,7200,1.8167774031172101,1.8171631914207935,1.8353101476449003
TMSFF,44,72,7300,1.8167774031172101,1.8171631914207935,1.8240140821419735
TMSFF,44,73,7400,1.816624165025605,1.8168961851239005,1.8292326726952235
TMSFF,44,74,7500,1.816624165025605,1.8168961851239005,1.831861196378789
TMSFF,44,75,7600,1.8166161552375275,1.8168961851239005,1.8257327342076215
TMSFF,44,76,7700,1.8166161552375275,1.8167774031172101,1.821529388891348
TMSFF,44,77,7800,1.8161297703310653,1.8166408001729786,1.8234324099477643
TMSFF,44,78,7900,1.8161297703310653,1.8166161552375275,1.8203867869308639
TMSFF,44,79,8000,1.8161297703310653,1.8166161552375275,1.8631415508511773
TMSFF,44,80,8100,1.8161297703310653,1.816286919247865,1.8178085395121777
TMSFF,45,0,100,1.9838184975893323,3.540500411010867,4.275770275445694
TMSFF,45,1,200,1.9323138791625334,2.7729668131492042,2.8718817761753472
TMSFF,45,2,300,1.9053988895711464,2.356191207723887,2.5133840793858173
TMSFF,45,3,400,1.8515660818134898,2.258800788448942,2.3534012333401986
TMSFF,45,4,500,1.8432853691911357,2.0662313086453494,2.154562469138144
TMSFF,45,5,600,1.8313547587021188,1.9933808327891422,2.069584678313067
TMSFF,45,6,700,1.8287115677510917,1.9806000968860111,2.058236367481844
TMSFF,45,7,800,1.8261930945613951,1.912002596079529,2.045669683066635
TMSFF,45,8,900,1.8254788655830603,1.8447404596931567,1.8807516025363649
TMSFF,45,9,1000,1.8254788655830603,1.8365644502090215,1.8589136234201853
TMSFF,45,10,1100,1.8207008791866324,1.8317400910982635,1.8479950846729483
TMSFF,45,11,1200,1.816429413009583,1.8286381429042222,1.8373155671731711
TMSFF,45,12,1300,1.8144452843900674,1.8254788655830603,1.8449516978464704
TMSFF,45,13,1400,1.8143924277062735,1.8198780975345952,1.8267261431753605
TMSFF,45,14,1500,1.8143924277062735,1.8175954766164457,1.856528738734639
