model,seed,generation,best_rmse_m,median_rmse_m,mean_rmse_m
T-IDM,46,50,0.25644865692790186,0.2565374908132709,0.26091759695270644
T-IDM,46,51,0.2535862831705111,0.2565374908132709,0.27170622058454474
T-IDM,46,52,0.2535862831705111,0.2565374908132709,0.2699977405070075
T-IDM,46,53,0.2535862831705111,0.2564943754057728,0.26668286509307176
T-IDM,46,54,0.2535862831705111,0.25644865692790186,0.25809897455737624
T-IDM,46,55,0.2535862831705111,0.25644865692790186,0.2657565227154863
T-IDM,46,56,0.2535619061293064,0.25644865692790186,0.2624753825785875
T-IDM,46,57,0.253014634689431,0.2535862831705111,0.2730583978809246
T-IDM,46,58,0.25300879395571907,0.2535862831705111,0.2603388529212316
T-IDM,46,59,0.25300879395571907,0.2535862831705111,0.26006879296085633
T-IDM,46,60,0.2530086831151386,0.2535862831705111,0.27171903521666857
T-IDM,46,61,0.2530086831151386,0.2535613855833642,0.26625760008604343
T-IDM,46,62,0.2529459848767569,0.253014634689431,0.2674099420052589
T-IDM,46,63,0.2529459848767569,0.25300879395571907,0.268545258672235
T-IDM,46,64,0.2529459848767569,0.25300879395571907,0.25725850519755783
T-IDM,46,65,0.2529459848767569,0.2530086831151386,0.2669828066117099
T-IDM,46,66,0.2529459848767569,0.2530086831151386,0.2565162046037514
T-IDM,46,67,0.2529459848767569,0.2530086831151386,0.26604231333188016
T-IDM,46,68,0.2529450611097103,0.253006549710625,0.2612177552394681
T-IDM,46,69,0.2525509633702886,0.25300641413991287,0.2880007583996276
T-IDM,46,70,0.25250335012425024,0.25294601348649903,0.25967261805686953
T-IDM,46,71,0.25250335012425024,0.2529459848767569,0.2587807289643514
T-IDM,46,72,0.25250335012425024,0.25294504721623123,0.25946546736963066
T-IDM,46,73,0.252503338330902,0.25294504721623123,0.25627804852120006
T-IDM,46,74,0.252503338330902,0.252551479549457,0.25440553706717106
T-IDM,46,75,0.2525032322505623,0.2525509633702886,0.26809629714238825
T-IDM,46,76,0.2525032267830843,0.25250335012425024,0.25994022486645896
T-IDM,46,77,0.2524537437914413,0.252503338330902,0.2569230727829539
T-IDM,46,78,0.25245369525846656,0.252503338330902,0.26555884119888007
T-IDM,46,79,0.24990100346781127,0.2525032322505623,0.2579438649030617
T-IDM,46,80,0.2499009991266737,0.25249477022574834,0.2672343118757621
T-FVD,42,0,0.4006584280989674,7.576519733680611,7.545747064265854
T-FVD,42,1,0.4006584280989674,3.8257861413761227,4.4493757000396235
T-FVD,42,2,0.4006584280989674,1.8884252354053928,2.3762309768571934
T-FVD,42,3,0.18879315974915337,1.4916444849349608,1.6748551730348362
T-FVD,42,4,0.18879315974915337,1.3275439853240676,1.492543665314456
T-FVD,42,5,0.18879315974915337,1.0538421890991634,1.4635905375884801
T-FVD,42,6,0.1288566732391378,0.7673474389761381,1.0689088359604577
T-FVD,42,7,0.1288566732391378,0.592016178877007,0.8155106778533342
T-FVD,42,8,0.1288566732391378,0.7627784106080492,1.090018124644924
T-FVD,42,9,0.10903512038638154,0.5596601387341593,0.8645826111822023
T-FVD,42,10,0.10903512038638154,0.46253536585422683,0.5905897367688357
T-FVD,42,11,0.10903512038638154,0.24052616373908425,0.4533426681885198
T-FVD,42,12,0.10903512038638154,0.2164358811358165,0.2882809794419434
T-FVD,42,13,0.10202648681704093,0.19706415367563385,0.23604730204672364
T-FVD,42,14,0.0984096561724946,0.12830933299039168,0.19293383489612506
T-FVD,42,15,0.0984096561724946,0.10903512038638154,0.16861135937271576
T-FVD,42,16,0.0984096561724946,0.10903512038638154,0.13126268129584104
T-FVD,42,17,0.0984096561724946,0.10903512038638154,0.14778502891110382
T-FVD,42,18,0.09399856425144232,0.10903512038638154,0.1690566995767666
T-FVD,42,19,0.09399856425144232,0.0984096561724946,0.1241562216735855
T-FVD,42,20,0.09194472348264913,0.0984096561724946,0.11914609855582745
T-FVD,42,21,0.09018807833464902,0.0984096561724946,0.11435661231731703
T-FVD,42,22,0.09008902180764022,0.0984096561724946,0.14339955287418762
T-FVD,42,23,0.09008902180764022,0.09399856425144232,0.11760030820192836
T-FVD,42,24,0.09008902180764022,0.09228467197953491,0.12721137044037617
T-FVD,42,25,0.08371851257750909,0.09018807833464902,0.1221412763079987
T-FVD,42,26,0.08360792335866354,0.09008902180764022,0.1466437390309427
T-FVD,42,27,0.08282715147153176,0.08572887266377123,0.12088747344199166
T-FVD,42,28,0.08282715147153176,0.08431443064258262,0.10631440901592726
T-FVD,42,29,0.08281087061521736,0.08388158161393586,0.11596279227472797
T-FVD,42,30,0.08281087061521736,0.08371851257750909,0.13681379182197784
T-FVD,42,31,0.08281087061521736,0.08282715147153176,0.11938415974564086
T-FVD,42,32,0.08281087061521736,0.08282715147153176,0.1161836814546583
T-FVD,42,33,0.08281087061521736,0.08281087061521736,0.16614948586203326
T-FVD,42,34,0.08281087061521736,0.08281087061521736,0.1184732439500695
T-FVD,42,35,0.08281087061521736,0.08281087061521736,0.12801570576061727
T-FVD,42,36,0.08281087061521736,0.08281087061521736,0.13319831299206084
T-FVD,42,37,0.08281087061521736,0.08281087061521736,0.10010873507928972
T-FVD,42,38,0.08277903882375487,0.08281087061521736,0.1713621806643541
T-FVD,42,39,0.08277903882375487,0.08281087061521736,0.13740729090308085
T-FVD,42,40,0.08277903882375487,0.08281087061521736,0.1051028059262152
T-FVD,42,41,0.08277903882375487,0.08281087061521736,0.10555178450763528
T-FVD,42,42,0.08277903882375487,0.08278856250033291,0.127989476910527
T-FVD,42,43,0.08277903882375487,0.08277903882375487,0.14637417596540178
T-FVD,42,44,0.08277903882375487,0.08277903882375487,0.12909595654453881
T-FVD,42,45,0.08277629860177163,0.08277903882375487,0.11772928231221463
T-FVD,42,46,0.08277629860177163,0.08277903882375487,0.1482046941754438
T-FVD,42,47,0.08277629860177163,0.08277903882375487,0.11774341945494074
T-FVD,42,48,0.08277629860177163,0.08277903882375487,0.11804147170169184
T-FVD,42,49,0.08277629860177163,0.08277629860177163,0.1384651435868973
T-FVD,42,50,0.08277629860177163,0.08277629860177163,0.1268274861979013
T-FVD,42,51,0.08277629860177163,0.08277629860177163,0.11654574924580965
T-FVD,42,52,0.08277629860177163,0.08277629860177163,0.12227952493471492
T-FVD,42,53,0.08277629860177163,0.08277629860177163,0.11725534304011248
T-FVD,42,54,0.08274396480229199,0.08277629860177163,0.09581966757878989
T-FVD,42,55,0.08230673690326093,0.08277629860177163,0.15015747990123537
T-FVD,42,56,0.08230673690326093,0.08277629860177163,0.13285217041047162
T-FVD,42,57,0.08230673690326093,0.08277629860177163,0.0921825652402341
T-FVD,42,58,0.08230673690326093,0.08274396480229199,0.12746629367367165
T-FVD,42,59,0.08230673690326093,0.08230673690326093,0.10826142740346328
T-FVD,42,60,0.08230673690326093,0.08230673690326093,0.1356347290632891
T-FVD,42,61,0.08230673690326093,0.08230673690326093,0.12251508195115743
T-FVD,42,62,0.08230673690326093,0.08230673690326093,0.10824378747716544
T-FVD,42,63,0.08230673690326093,0.08230673690326093,0.11207290033838553
T-FVD,42,64,0.08230673690326093,0.08230673690326093,0.13149078799682767
T-FVD,42,65,0.08230673690326093,0.08230673690326093,0.13004033900433626
T-FVD,42,66,0.08230673690326093,0.08230673690326093,0.12248766522895775
T-FVD,42,67,0.08230673690326093,0.08230673690326093,0.12067295382794944
T-FVD,42,68,0.08230673690326093,0.08230673690326093,0.15839985598411177
T-FVD,42,69,0.08230673690326093,0.08230673690326093,0.12910060724348416
T-FVD,42,70,0.08230673690326093,0.08230673690326093,0.13920506829588292
T-FVD,42,71,0.08228770397849039,0.08230673690326093,0.15011965356191545
T-FVD,42,72,0.08228770397849039,0.08230673690326093,0.1078003259227425
T-FVD,42,73,0.08228770397849039,0.08230673690326093,0.15052179686343398
T-FVD,42,74,0.08228770397849039,0.08230673690326093,0.12415662959767369
T-FVD,42,75,0.08228770397849039,0.08228770397849039,0.14520719024492906
T-FVD,42,76,0.08228770397849039,0.08228770397849039,0.12755457769245782
T-FVD,42,77,0.08228770397849039,0.08228770397849039,0.14579305327521103
T-FVD,42,78,0.08228770397849039,0.08228770397849039,0.13795654053330966
T-FVD,42,79,0.08228770397849039,0.08228770397849039,0.1177626115223803
T-FVD,42,80,0.08228770397849039,0.08228770397849039,0.16702185805001793
T-FVD,43,0,0.7473320749094965,7.803490177666317,7.89413059043742
T-FVD,43,1,0.7473320749094965,4.860050988578012,4.970247369223899
T-FVD,43,2,0.47251784862737434,2.7313856460616313,3.365763031275785
T-FVD,43,3,0.47251784862737434,1.693846988430494,1.9948249834703689
T-FVD,43,4,0.33506944648232534,1.3896255920709084,1.7007790688055437
T-FVD,43,5,0.33506944648232534,0.8572060484026458,1.0976732289806612
T-FVD,43,6,0.20179643635673017,0.716741400422912,1.0226473314931686
T-FVD,43,7,0.14026621377119097,0.644358671282907,0.8567839362355503
T-FVD,43,8,0.1348808510198512,0.6161232932592142,0.9028278506871581
T-FVD,43,9,0.1276783375052567,0.4947178980985303,0.7752124756241048
T-FVD,43,10,0.1276783375052567,0.3900064943606656,0.5584465784868733
T-FVD,43,11,0.12426448670736777,0.3159614537730438,0.3466276136623913
T-FVD,43,12,0.12426448670736777,0.24904515241549863,0.33235339373005174
T-FVD,43,13,0.11401051563014718,0.14026621377119097,0.23531816598612976
T-FVD,43,14,0.11401051563014718,0.13692703277329185,0.20932167196287824
T-FVD,43,15,0.11401051563014718,0.1276783375052567,0.212676373617983
T-FVD,43,16,0.11401051563014718,0.12426448670736777,0.14822815392655553
T-FVD,43,17,0.11401051563014718,0.12426448670736777,0.14785924449141297
T-FVD,43,18,0.11052603110031839,0.11971941218197242,0.13693419670198825
T-FVD,43,19,0.10784751529660955,0.11401051563014718,0.14413904265620542
T-FVD,43,20,0.10386627426699152,0.11401051563014718,0.1252753973168019
T-FVD,43,21,0.10386627426699152,0.11401051563014718,0.1407817389025685
T-FVD,43,22,0.10386627426699152,0.11401051563014718,0.14164110942220992
T-FVD,43,23,0.10386627426699152,0.11401051563014718,0.13556776906446502
T-FVD,43,24,0.10386627426699152,0.11312562467911866,0.14523591336361022
T-FVD,43,25,0.10386627426699152,0.10523624708119106,0.14928043082873052
T-FVD,43,26,0.09716434313008779,0.10386627426699152,0.11794260636442423
T-FVD,43,27,0.09716434313008779,0.10386627426699152,0.13559241556944637
T-FVD,43,28,0.09712030055669339,0.10386627426699152,0.1462526193084496
T-FVD,43,29,0.09712030055669339,0.10386627426699152,0.13160578128944037
T-FVD,43,30,0.09712030055669339,0.09716434313008779,0.11583427578748111
T-FVD,43,31,0.09712030055669339,0.09716434313008779,0.10475607964905094
T-FVD,43,32,0.09712030055669339,0.09712030055669339,0.11555837340743645
T-FVD,43,33,0.09712030055669339,0.09712030055669339,0.14088560228745314
T-FVD,43,34,0.09709674573328528,0.09712030055669339,0.11306784345690776
T-FVD,43,35,0.09709674573328528,0.09712030055669339,0.15677739745185393
T-FVD,43,36,0.09709674573328528,0.09712030055669339,0.15016723082006891
T-FVD,43,37,0.09709674573328528,0.09712030055669339,0.1526274677697235
T-FVD,43,38,0.09709674573328528,0.09709674573328528,0.13802566925120435
T-FVD,43,39,0.09709674573328528,0.09709674573328528,0.13015728589054523
T-FVD,43,40,0.09709674573328528,0.09709674573328528,0.12129382905577671
T-FVD,43,41,0.09709674573328528,0.09709674573328528,0.1347216383555548
T-FVD,43,42,0.09709674573328528,0.09709674573328528,0.11907681266864077
T-FVD,43,43,0.09709674573328528,0.09709674573328528,0.1384621883176039
T-FVD,43,44,0.09709674573328528,0.09709674573328528,0.16253520341160604
T-FVD,43,45,0.09709674573328528,0.09709674573328528,0.11231602681700568
T-FVD,43,46,0.09709478885998382,0.09709674573328528,0.10232578633137968
T-FVD,43,47,0.09709478885998382,0.09709674573328528,0.17624204642634722
T-FVD,43,48,0.09709478885998382,0.09709674573328528,0.1518914798901038
T-FVD,43,49,0.09709478885998382,0.09709674573328528,0.1329389028519255
T-FVD,43,50,0.09709478885998382,0.09709478885998382,0.12475845118377124
T-FVD,43,51,0.09709478885998382,0.09709478885998382,0.1382397761361345
T-FVD,43,52,0.09709478885998382,0.09709478885998382,0.1488075878521688
T-FVD,43,53,0.09709478885998382,0.09709478885998382,0.20897414755773966
T-FVD,43,54,0.09709478885998382,0.09709478885998382,0.10332248037359464
T-FVD,43,55,0.09702849082618065,0.09709478885998382,0.13742584786141687
T-FVD,43,56,0.09702849082618065,0.09709478885998382,0.11513608619646332
T-FVD,43,57,0.09702849082618065,0.09709478885998382,0.15287351890493459
T-FVD,43,58,0.09702849082618065,0.09702849082618065,0.12249879798167211
T-FVD,43,59,0.09702849082618065,0.09702849082618065,0.15106013834512594
T-FVD,43,60,0.09702849082618065,0.09702849082618065,0.12133156695900624
T-FVD,43,61,0.09702849082618065,0.09702849082618065,0.15459099851777416
T-FVD,43,62,0.09702172438435078,0.09702849082618065,0.12407907647717929
T-FVD,43,63,0.09702172438435078,0.09702849082618065,0.11062199141658734
T-FVD,43,64,0.09702172438435078,0.09702849082618065,0.1688753186368838
T-FVD,43,65,0.09702172438435078,0.09702849082618065,0.1440127273479088
T-FVD,43,66,0.09702172438435078,0.09702172438435078,0.13505516656625746
T-FVD,43,67,0.09702172438435078,0.09702172438435078,0.1397568917227561
T-FVD,43,68,0.09686450022607924,0.09702172438435078,0.10165888293508708
T-FVD,43,69,0.09686450022607924,0.09702172438435078,0.14947570881471672
T-FVD,43,70,0.09686450022607924,0.09702172438435078,0.11300527628038969
T-FVD,43,71,0.09686450022607924,0.09702172438435078,0.11919123186044446
T-FVD,43,72,0.09462429229837777,0.09702172438435078,0.16176781431489518
T-FVD,43,73,0.09462429229837777,0.09686450022607924,0.14588230249239942
T-FVD,43,74,0.09462429229837777,0.09686450022607924,0.1943623060008632
T-FVD,43,75,0.09462429229837777,0.09686450022607924,0.13689782072821352
T-FVD,43,76,0.09462429229837777,0.09580946315626224,0.12817416825204295
T-FVD,43,77,0.09462429229837777,0.09568485713646266,0.13860706086573082
T-FVD,43,78,0.09462429229837777,0.09462429229837777,0.143403922627998
T-FVD,43,79,0.09109984098390797,0.09462429229837777,0.13426363718588802
T-FVD,43,80,0.09109984098390797,0.09462429229837777,0.1815099920748369
T-FVD,44,0,1.2335153903578424,8.051365302495961,7.903932319823763
T-FVD,44,1,1.1463256727667956,3.966429680602666,4.583317459005361
T-FVD,44,2,0.832595447239443,2.250470335485079,2.662960746416724
T-FVD,44,3,0.7383880633554785,1.5264821236058623,1.9641040120418842
T-FVD,44,4,0.7383880633554785,1.2893317508844118,1.4341751482588112
T-FVD,44,5,0.44666750188492277,1.2363832856418813,1.291019421651437
T-FVD,44,6,0.4465682994110404,1.1767172351917055,1.4126415337481568
T-FVD,44,7,0.4193805790219886,0.9629791477152145,1.1324433887160021
T-FVD,44,8,0.3904456033556658,0.9017076753822806,0.9362663393025022
T-FVD,44,9,0.23555491938257433,0.6487625149991081,0.7763667880409357
T-FVD,44,10,0.23555491938257433,0.5079048500802493,0.7613037179633731
T-FVD,44,11,0.23555491938257433,0.4465264566751128,0.5616787336376499
T-FVD,44,12,0.23555491938257433,0.41901248877705005,0.4877712275686189
T-FVD,44,13,0.23555491938257433,0.4169610110005483,0.5270684806722621
T-FVD,44,14,0.23555491938257433,0.4005162807823883,0.5908799803980209
T-FVD,44,15,0.23555491938257433,0.3934680871059991,0.5390129751963062
T-FVD,44,16,0.23536801656088574,0.38226922205319613,0.4800416514571529
T-FVD,44,17,0.21790285453446365,0.37550593403595073,0.531311099773459
T-FVD,44,18,0.11790914906372105,0.32794460968267936,0.45351599003594373
T-FVD,44,19,0.11790914906372105,0.260179096200674,0.33675492690420866
T-FVD,44,20,0.0801715609186593,0.23555491938257433,0.2822243999838966
T-FVD,44,21,0.0801715609186593,0.23555491938257433,0.2789005273214363
T-FVD,44,22,0.0801715609186593,0.23555491938257433,0.2927124483972627
T-FVD,44,23,0.0801715609186593,0.23536801656088574,0.28863111313117035
T-FVD,44,24,0.0801715609186593,0.22820893496907915,0.3245225254675686
T-FVD,44,25,0.0801715609186593,0.1941360360371576,0.29113629837024413
T-FVD,44,26,0.07958327522048231,0.19266132793707713,0.2657757801124761
T-FVD,44,27,0.07958327522048231,0.11613755062396747,0.1620760679871195
T-FVD,44,28,0.07958327522048231,0.0801715609186593,0.13248313528583122
T-FVD,44,29,0.07958327522048231,0.0801715609186593,0.10589701839532245
T-FVD,44,30,0.07958327522048231,0.0801715609186593,0.11888117098896682
T-FVD,44,31,0.07958327522048231,0.0801715609186593,0.11151859122044869
T-FVD,44,32,0.07623508586578304,0.0801715609186593,0.17628597657637943
T-FVD,44,33,0.07623508586578304,0.07958327522048231,0.09669586824822364
T-FVD,44,34,0.07605474435738474,0.07958327522048231,0.11571084970502313
T-FVD,44,35,0.07605474435738474,0.07958327522048231,0.12416223218085193
T-FVD,44,36,0.07605474435738474,0.07804886620251757,0.11652882776417034
T-FVD,44,37,0.07605474435738474,0.07605474435738474,0.12961360668351418
T-FVD,44,38,0.07605474435738474,0.07605474435738474,0.12862207622870475
T-FVD,44,39,0.07605474435738474,0.07605474435738474,0.15176547014146602
T-FVD,44,40,0.07605474435738474,0.07605474435738474,0.11255533128133752
T-FVD,44,41,0.07582750636385582,0.07605474435738474,0.10966135423237688
T-FVD,44,42,0.07582750636385582,0.07605474435738474,0.09332906048820686
T-FVD,44,43,0.07582750636385582,0.07605474435738474,0.13211930914888237
T-FVD,44,44,0.07582750636385582,0.07605474435738474,0.10014671521698315
T-FVD,44,45,0.07582750636385582,0.07582750636385582,0.1003633120061635
T-FVD,44,46,0.07582750636385582,0.07582750636385582,0.09357240576381781
T-FVD,44,47,0.07582750636385582,0.07582750636385582,0.11220865748703565
T-FVD,44,48,0.07582750636385582,0.07582750636385582,0.11976226026514315
T-FVD,44,49,0.07582750636385582,0.07582750636385582,0.12409811498971074
T-FVD,44,50,0.07582750636385582,0.07582750636385582,0.09217832703950662
T-FVD,44,51,0.07582750636385582,0.07582750636385582,0.10854622852383507
T-FVD,44,52,0.07582750636385582,0.07582750636385582,0.10615810968816736
T-FVD,44,53,0.07582750636385582,0.07582750636385582,0.11308378246889396
T-FVD,44,54,0.07582750636385582,0.07582750636385582,0.09812269919670062
T-FVD,44,55,0.07582750636385582,0.07582750636385582,0.10159980698573813
T-FVD,44,56,0.07582750636385582,0.07582750636385582,0.1172502061047672
T-FVD,44,57,0.07582750636385582,0.07582750636385582,0.1242466508608575
T-FVD,44,58,0.07582750636385582,0.07582750636385582,0.17886291169370885
T-FVD,44,59,0.07582750636385582,0.07582750636385582,0.11654157879867498
T-FVD,44,60,0.07582750636385582,0.07582750636385582,0.12913512351752493
T-FVD,44,61,0.07582750636385582,0.07582750636385582,0.12373129016973886
T-FVD,44,62,0.07582750636385582,0.07582750636385582,0.13096798885827243
T-FVD,44,63,0.07582750636385582,0.07582750636385582,0.10087646236558534
T-FVD,44,64,0.07582750636385582,0.07582750636385582,0.10073292938137225
T-FVD,44,65,0.07582750636385582,0.07582750636385582,0.13333969793294115
T-FVD,44,66,0.07582750636385582,0.07582750636385582,0.11565715197320581
T-FVD,44,67,0.07582750636385582,0.07582750636385582,0.1083574578101411
T-FVD,44,68,0.07582750636385582,0.07582750636385582,0.14106553911043065
T-FVD,44,69,0.07582750636385582,0.07582750636385582,0.08870732300825974
T-FVD,44,70,0.07582750636385582,0.07582750636385582,0.11193597260126582
T-FVD,44,71,0.07582750636385582,0.07582750636385582,0.11848323147973332
T-FVD,44,72,0.07582750636385582,0.07582750636385582,0.12256790068238814
T-FVD,44,73,0.07582750636385582,0.07582750636385582,0.11218010475198416
T-FVD,44,74,0.07582750636385582,0.07582750636385582,0.14719795579238912
T-FVD,44,75,0.07582750636385582,0.07582750636385582,0.10464816134021802
T-FVD,44,76,0.07582750636385582,0.07582750636385582,0.08653187354967065
T-FVD,44,77,0.07582750636385582,0.07582750636385582,0.12040753947765491
T-FVD,44,78,0.07582750636385582,0.07582750636385582,0.11783203803793783
T-FVD,44,79,0.07582750636385582,0.07582750636385582,0.10631427400073498
T-FVD,44,80,0.07582750636385582,0.07582750636385582,0.14637904788815098
T-FVD,45,0,1.0192862233653606,8.105337478662229,7.764726092719616
T-FVD,45,1,0.48983474911169644,4.310861963824083,5.05666348654854
T-FVD,45,2,0.48983474911169644,2.1715559521928403,2.7640003091405037
T-FVD,45,3,0.3357349732790984,1.5369570557567789,2.0288607039739555
T-FVD,45,4,0.3357349732790984,1.5250317707135044,1.7353777904800396
T-FVD,45,5,0.24144970466160112,0.9627607620476418,1.482323932780159
T-FVD,45,6,0.24144970466160112,0.8775312029667313,1.2205570963143983
T-FVD,45,7,0.15163080532078488,0.6797586913480873,0.8985325195676352
T-FVD,45,8,0.15163080532078488,0.49127238636906545,0.7368104344919062
T-FVD,45,9,0.14614094643339026,0.4424197042700187,0.5849506333128629
T-FVD,45,10,0.14432415764760625,0.24389064079005557,0.4395806224346531
T-FVD,45,11,0.13947321663043089,0.24144970466160112,0.3388312425321052
T-FVD,45,12,0.10556671742131203,0.16960790290451302,0.29360848925614735
T-FVD,45,13,0.09962238601159691,0.14614094643339026,0.21811234660596582
T-FVD,45,14,0.09962238601159691,0.14432415764760625,0.1971221896207897
T-FVD,45,15,0.0991895435595645,0.14432415764760625,0.228107488619555
T-FVD,45,16,0.0991895435595645,0.14432415764760625,0.18443761059835356
T-FVD,45,17,0.0991895435595645,0.15251129494920926,0.219090401468784
T-FVD,45,18,0.0991895435595645,0.137347584380566,0.17978740024296747
T-FVD,45,19,0.09873534096237613,0.10556671742131203,0.16686493404223107
T-FVD,45,20,0.09873534096237613,0.09962238601159691,0.14382818476393738
T-FVD,45,21,0.09873534096237613,0.0991895435595645,0.12964390447881274
T-FVD,45,22,0.09873534096237613,0.0989821495942501,0.12834305635208418
T-FVD,45,23,0.09838931942091447,0.09873534096237613,0.1388095309674063
T-FVD,45,24,0.09531875492729358,0.09873534096237613,0.15154317560277783
T-FVD,45,25,0.09531875492729358,0.09873534096237613,0.11663467180026718
T-FVD,45,26,0.09531875492729358,0.09873534096237613,0.13862330485326074
T-FVD,45,27,0.09531875492729358,0.09873534096237613,0.1723445166115039
T-FVD,45,28,0.09531875492729358,0.09849509242291342,0.15918558942502606
T-FVD,45,29,0.09531875492729358,0.09849509242291342,0.15942965535286716
T-FVD,45,30,0.07770674685742135,0.09531875492729358,0.17098366460232678
T-FVD,45,31,0.07770674685742135,0.09531875492729358,0.1299379371763237
T-FVD,45,32,0.07770674685742135,0.09531875492729358,0.12775356691396786
T-FVD,45,33,0.07770674685742135,0.09531875492729358,0.14360205806189463
T-FVD,45,34,0.07770674685742135,0.09531875492729358,0.12569942467296355
T-FVD,45,35,0.07770674685742135,0.09531875492729358,0.1311526749508745
T-FVD,45,36,0.07770674685742135,0.07770674685742135,0.13730654387350144
T-FVD,45,37,0.07770674685742135,0.07770674685742135,0.13599422151971194
T-FVD,45,38,0.07770674685742135,0.07770674685742135,0.11067313239729294
T-FVD,45,39,0.07770674685742135,0.07770674685742135,0.10430510875970814
T-FVD,45,40,0.07373989768963966,0.07770674685742135,0.09174470325796116
T-FVD,45,41,0.07373989768963966,0.07770674685742135,0.08591267040477618
T-FVD,45,42,0.07373989768963966,0.07770674685742135,0.145304886088458
T-FVD,45,43,0.07373989768963966,0.07770674685742135,0.13093480018966264
T-FVD,45,44,0.07373989768963966,0.07756558640101262,0.11245996107383313
T-FVD,45,45,0.07278036097118602,0.07373989768963966,0.13260009316737864
T-FVD,45,46,0.07278036097118602,0.07373989768963966,0.1210248789923013
T-FVD,45,47,0.07278036097118602,0.07373989768963966,0.10194021245994737
T-FVD,45,48,0.07278036097118602,0.07373989768963966,0.13321010082503887
T-FVD,45,49,0.07276025444501932,0.07278036097118602,0.11665395673227827
T-FVD,45,50,0.07276025444501932,0.07278036097118602,0.11629512654994162
T-FVD,45,51,0.07276025444501932,0.07278036097118602,0.15883846400527185
T-FVD,45,52,0.07276025444501932,0.07278036097118602,0.15117391375702327
T-FVD,45,53,0.07276025444501932,0.07276025444501932,0.1237924602277133
T-FVD,45,54,0.07276025444501932,0.07276025444501932,0.11783169571022217
T-FVD,45,55,0.07276025444501932,0.07276025444501932,0.12209754949260342
T-FVD,45,56,0.07276025444501932,0.07276025444501932,0.10302008730274961
T-FVD,45,57,0.07276025444501932,0.07276025444501932,0.11972151117933433
T-FVD,45,58,0.07276025444501932,0.07276025444501932,0.10449592181586542
T-FVD,45,59,0.07276025444501932,0.07276025444501932,0.11463396065679377
T-FVD,45,60,0.07276025444501932,0.07276025444501932,0.11618133921790788
T-FVD,45,61,0.07276025444501932,0.07276025444501932,0.1008068347928768
T-FVD,45,62,0.07276025444501932,0.07276025444501932,0.1263209174320611
T-FVD,45,63,0.07276025444501932,0.07276025444501932,0.14854207698739427
T-FVD,45,64,0.07276025444501932,0.07276025444501932,0.1118151209158396
T-FVD,45,65,0.07276025444501932,0.07276025444501932,0.1467586949705385
T-FVD,45,66,0.07276025444501932,0.07276025444501932,0.13553123187742586
T-FVD,45,67,0.07276025444501932,0.07276025444501932,0.09695105790107501
T-FVD,45,68,0.07276025444501932,0.07276025444501932,0.0982466531686903
T-FVD,45,69,0.07276025444501932,0.07276025444501932,0.14933455512951074
T-FVD,45,70,0.07276025444501932,0.07276025444501932,0.12917755586684074
T-FVD,45,71,0.07276025444501932,0.07276025444501932,0.1056614333577019
T-FVD,45,72,0.07276025444501932,0.07276025444501932,0.09956286418001581
T-FVD,45,73,0.07276025444501932,0.07276025444501932,0.08886760958554611
T-FVD,45,74,0.07276025444501932,0.07276025444501932,0.11412894486681249
T-FVD,45,75,0.07276025444501932,0.07276025444501932,0.11257939723077762
T-FVD,45,76,0.07276025444501932,0.07276025444501932,0.09461298921897024
T-FVD,45,77,0.07276025444501932,0.07276025444501932,0.11913969716465385
T-FVD,45,78,0.07276025444501932,0.07276025444501932,0.08433348870001943
T-FVD,45,79,0.07276025444501932,0.07276025444501932,0.1143747365320145
T-FVD,45,80,0.07276025444501932,0.07276025444501932,0.08649110904224272
T-FVD,46,0,1.1218477677801895,8.159635243044328,8.008952708089717
T-FVD,46,1,0.6992910540117349,4.819310908681356,5.48396208315882
T-FVD,46,2,0.5286964497848663,2.9587650706099584,3.413078270148749
T-FVD,46,3,0.3183169488381386,2.137091926511466,2.340147812418102
T-FVD,46,4,0.3183169488381386,1.556146058060633,1.8630638897871155
T-FVD,46,5,0.24705316581243775,1.0489480342870758,1.3238740444853305
T-FVD,46,6,0.24705316581243775,0.9852354805112375,1.3332359081977918
T-FVD,46,7,0.22052646870804107,0.7527132585112299,0.9718393081695592
T-FVD,46,8,0.1756428845961102,0.5429871472124148,0.8069008679039651
T-FVD,46,9,0.17366812173498336,0.563417417862134,0.724962417736738
T-FVD,46,10,0.14964901160338415,0.44091341519877547,0.7166274111078721
T-FVD,46,11,0.09174850806326075,0.352476200024736,0.5227828009102286
T-FVD,46,12,0.09174850806326075,0.3113447577562572,0.4635659045245839
T-FVD,46,13,0.09174850806326075,0.29836303086777516,0.4010711254373613
T-FVD,46,14,0.09174850806326075,0.24907471862787528,0.35660645291474646
T-FVD,46,15,0.09174850806326075,0.22066280958938894,0.31606110723175834
T-FVD,46,16,0.0892138539645908,0.1674492883711693,0.26353868628359595
T-FVD,46,17,0.0892138539645908,0.12226775942377939,0.26989458674556804
T-FVD,46,18,0.08721724782709721,0.10065086878009515,0.22598041093649074
T-FVD,46,19,0.08721724782709721,0.09174850806326075,0.13533181970226127
T-FVD,46,20,0.08695590056227305,0.09174850806326075,0.1427026269870191
T-FVD,46,21,0.08695590056227305,0.09174850806326075,0.12218226793567907
T-FVD,46,22,0.08695590056227305,0.08721724782709721,0.12608638422314555
